message,spam label,smishing label
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,0,0
Hello We regret your request could not be process As per TRAI guideline DND complaint can be accept for call SMS receive in last X calendar day Hello We regret your request could not be process As per TRAI guideline DND complaint can be accept for call SMS receive in last X calendar day,1,1
dunkin donuts weekend offer  off on min bill  max disc  cpn crmkkxda valid till  apr tc opt out sms dunkinunsub to ,1,1
I here already.,0,0
Wondering where your order XXXXXXXXXX be Your expected delivery date be 26/04 Track via http://kavoshcomputer.com/ dhl mhjsji7f10uie,1,1
Haha alright>< I'll wait!(:,0,0
Gym then swim then eat,0,0
U calling me right? Call my hand phone...,0,0
Never Before Never Again  The Safest Assured Return @ 12%   48 Months Bank GUARANTEE. Min Invest 16 Lac   Get 16000/-PM Return. For more details sms INT to 56070 ,1,1
"Dear Prabhat Narain Mathur your incometax refund of Rs 13,520 have be approve and your bank a c will be credit shortly Do kindly verify your a c no OXXXXX6045 If the same be incorrect quickly follow the link below to update your bank record on file http://bit.ly/2Cnnyv7",1,1
ll thk of all sorts of funny things.,0,0
Yeah how I wish I could have koi now. It would probably kept me awaketo study all the way till night.,0,0
enjoy upto  off on blindfold sale at ezone till  jan  earn upto  bonus payback  points hurry visit nearest store or logon to wwwezoneonlinein tnc,1,1
signature global presents grand iva under huda govt housing policy sec dwarka eway   bhk    bhk lacs pay rs  to apply call ,1,1
Err we're not taking any tcm project right now..,0,0
Ohh haha oh wells at least all your exams are over! Haha the ocsthing? What will we do there?,0,0
Vodafone Your bill for this month have bounce To avoid fee or an interrupted service update your information at vodafone-payments.com,1,1
big match toniteaaj toh kfc banta haiorder super spc each of hot  crispy hot wings boneless strips call  tc apply,1,1
I where got?,0,0
get perfect vision with lenskarts eye checkup service give miss call at  or visit wwwlenskartcomopto to book instantly at homeoffice,1,1
App Hilm Ziya Are you Feeling alone in your life For Datting Chatting Friendsihp Please call on XXXXXXXXXXX BP OTPSMS XX XX XX,1,1
deal of the day get upto  percent off on hotel room bookings from makemytrip use promo code mmtagain click on httpbitlyuhbxzg valid till   ,1,1
have a merry ride with flat  off on all taxiforsure rides in delhi  ncr use code off on the taxiforsure app offer valid till th dec tca,1,0
watch india vs srilanka t cricket live on star sports at just rs per month to subscribe to all star sports channels  give a missed call on ,1,1
Haha coz never fill in the blanks during lesson ma! peifen I think!haha she and the guy I forgot his name liao! Ooo haha yucks! Go startgo!,0,0
this bihu get a car free on booking a flat agrim vista dharapur ghynear upcoming metro station offer valid till th april only tc apply call ,1,1
Yessssssss! I watched  <TIME>  o.o,0,0
this summer get flat  off on inalsa aeromax ceiling fan  extra  cashback on mobikwik wallet  use codesum   only on askmebazaar httpgooglxwlwjz,1,0
Your chain guard need to be  <DECIMAL> mm steel.,0,0
if you order today  we will send something nourishing and divine with your food no kidding order now from holachefcom,1,1
Hi. Is it possible to commit all the changes to your part by tmr?Then we can start integration.,0,0
m doing my stuff but jus now do until v sleepy then my eyes close already... Ur msg woke me up... Ur office close already?,0,0
celebrate power of togetherness get a mobile or tablet for your mom  get cashback of rs from shopmate missed call on  to book tnc apply,1,1
Could anyone confirm the location of the protest?,0,0
Yes.he have good crickiting mind,0,0
Haha my bro is watching spirited away!,0,0
"Update liao, rmb to send to scrum sim to update us his tasks leh. Haha.",0,0
Lol my friend knows how to book the places. He also booked the koreanbbq de lol.,0,0
We attempt to deliver your package at 17:20 on Monday XX November XXXX but no one be available Your parcel be return to our depot and you need to reschedule your package delivery Please reschedule your package delivery by press here http://royalmail.co.uk/reschedule/,1,1
eh now at nus. u? till wat time?,0,0
Whats up ? where you brother ?,0,0
U got it today ?,0,0
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0,0
win a ticket to sunburn goa every  minutes on ebay today shop now httpgooglmcso with code sunburn min purchase rs valid till pm only hurry,1,1
Rice ah?,0,0
s from 9 to 3..,0,0
"Dear MUHAMMED NEZIRU JIBRIN Your Access Credit Card balance for Jan isminimum payment due be 54,489.57 Kindly pay into XXXXXXXXXX on or before 15/2/2022 to avoid penal charge",1,1
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0,0
I tot u were fine yest?,0,0
xxxb  login access code for your trading account valid till  pmist  equitas holdings ltd ipo opens april  visit httpbitlylpequts,1,1
Hey check out the courts and let Mr know. ..,0,0
"Didn't try, g and I decided not to head out",0,0
weekend offer get flat  off on winter stock only for  days   so hurry up don t miss the chance at kidz lifestyle   street fashion camp   near geeta bhawan wali gali   sirsa  tc apply,1,0
I m at jeeto.takin iccrms. ,0,0
Can we Skype for 10mins sometime today or tomorrow to discuss your feedback ?,0,0
ride at just rskm with taxiforsure in mumbai use code mum base fare as applicable offer valid for first  km after which regular fares would apply,1,0
"Oh... I c i c... Haha, xin ask u to take away food 4 her, pau or smethg... Gee, can help me buy packet milo? Thanx sweety...",0,0
Yup happy birthday old bitch :),0,0
"Teh yun ling and Lawrence chan hahaha, no lah, I dun want speciallyspend time with him or what during exchange, just that we in the samegroup of friends what, if they separate is just sian haha cannot eventalk as friends._. I dunno le they might!",0,0
lets keep this affair a secret shall we flat   extra rs  off code active claim now men httpmjabngfbjcjsou women httpmjabngehyg,1,1
Ready for a chance to win your share of R15 XXX cash Dial XXX X now to subscribe to SwitchONFinance and get access to financial news and article at your fingertip 1st day be free thereafter R3/day or less amount To opt out reply STOP T Cs Apply http://bit.ly/ 2R9szPC Vodacom,1,1
"""Seth lives past the story's end""",0,0
Dear user Kindly upload your PayT 'M K Y C document today your a c will block not be work with in XX please call us XXXXXXXXXX Immediately,1,1
Lol it's just another platform for stalking,0,0
You there,0,0
Lol thanks for the spam again eh.,0,0
Anyone know whatÂs happening there?,0,0
Hello We 've receive your request for a shopping appointment at our WLS store Our Customer Care team will get back to you in the next XX hour to confirm your detail We look forward to see you Team WLS,1,1
"Lecture ended early today, I'm otw to sci le..",0,0
DVLA You have a refund of 80GBP Please visit http://govuk.dvlarefund.secure -centre.com/ to process your refund REF 98XW78Q,1,1
best grocery offer challenge additional  off lowest mrps hrs delivery use code deal on st order above rs max discountrs wwwaskmegrocerycom,1,0
Oh ok sure. I'll still be in school though. I normally eat dinner earlier la.,0,0
We tried taking but no place without wind.  <#>  teams i think it was until  <#> h,0,0
hey laopo sleep liao right. PLay a lot todae. Sweet dreams k.Msg you when i wake up,0,0
I want this cycle of sorrow to end. Gn. ,0,0
Hahha. Good idea.i shd hv. Towel. Ding ding.,0,0
No stuffing yet. Only stuff.,0,0
All my stuff is at Mike's =( =( =( =( I'm sorry =(=(=(=(,0,0
I am going to sleep. I am tired of travel.,0,0
Uhh remember to bring my H1CL textbook tomorrow...,0,0
Huh then for now all no internet leh!,0,0
There is a talk this sunday,0,0
"Do u want to include the comparison table we did for presentation? Ifu want to, send the word document to me so i can include now. I doingsome minor amendments to the report before sending it to joyce.",0,0
Another colour:D!!!!!!,0,0
I love u sweety!!,0,0
Oo. How much u paid for it? We free. Haha,0,0
the gini  jony sale is here get flat  off hurry walk in for the gini  jony sale at a store near you tc apply,1,1
get health insurance starting  rs day low on premium  max on cover  cashless cover  best claim settlement sms ctk to  tc apply,1,1
Thgt we have to collect some package on 17th if  u haven received it...,0,0
dear customer  daily top spender gets an iphone   hourly top spender gets a voucher worth rs  from musafir on shopping with icici bank debit card during the end of season sale to register call   for offer details  visit bitlyicicimega tnc apply,1,1
you have  federal bank utsav points as on st jan redeem by choosing from attractive productsservices at wwwutsavrewardscom dial tc app  ,1,1
somsubhras  sent you a sticker    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1,1
Going to hav breakfast..,0,0
LG waiting for bus nw,0,0
dear smartone  its a family day out with megamart  shop for rs  get movie  pizza  coffee vouchers upto rs free tc,1,1
You be attach to a serious DEFAULTER by the NAME XX kindly seek clearance from this ROGUE client who have refuse all our plan to pay if FULL/ PARTIALLY their loan of KES XXXX to avoid be denied loan and job application be rejected-.NOTE '' MONEY CAN BE DEDUCTED FROM YOUR MPESA ACCOUNT TO SETTLE THE DEBT .. Mykes PAYBILL XXXXXXX,1,1
your yatra mobile app cashback code for flipkart order od rs  is yutqdg download app http fkrt it sfyt uuuun,1,1
get the best plans  offers available for you just dial  toll free,1,1
Will GIKI-AA Isb have an iftar dinner?,0,0
merry christmas.. take care of urself ya,0,0
wassup baby,0,0
hv a safe and happy trip ya...,0,0
smarter way to stay online opt for smartbytes and enjoy high speed internet even when your data plan limit is over for smartbyte activation and many other exciting features download myairtel app at httpbitlywmmy,1,1
He is his own father?,0,0
spencers lucknow  hrs  febbuy best special rice kg  fortune soyabean oil l  sugar kg combo    mrpsmart choice mp wheat atta kgshuddh aahaar pure chakki atta kgrs  mazaa  l  buy  get  free  cashbk on sbi credit cardtc,1,1
special roaming offer recharge with rs  and get incoming calls free in roaming outgoing local calls at pmi and std calls at psec tt rs  for  days,1,1
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0,0
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0,0
Sorry de i went to shop.,0,0
I jus laugh alr. Tot Joel they all playing nia,0,0
"Say this slowly.? GOD,I LOVE YOU &amp",0,0
I swimming at tampines. Okay I dun mind weds watch?,0,0
Yeap maybe haha :P oh goodness haha I can't believe I am wearing a dress ._.,0,0
Hmm I dont know leh.,0,0
Stay Safe.Pay Safe Tap to Pay upto Rs.5000 use HDFCBank MasterCard CreditCards earn 5X Reward Points on X transaction hdfcbk.io/D89BNOK7YX2u There For You T C,1,1
Yeap should be! Ohh is it true way presbyterian? My bro's sponsorchurch for his cca haha!,0,0
I (Rishi Singhal) have added u as a contact on INDYAROCKS.COM to send FREE SMS.To remove from phonebook - sms NO to 09773270001 ,0,0
dont miss win rs shopping voucher in a week score  more points for a chance to win call   rsans now  play win  lakhs goldtnc,1,1
Hey pple... Do ur wana watch movie tonite?,0,0
hahaha i increased by 0.05 instead. if only i din do too badly for 3214,0,0
Sorry I was quite busy over the last couple of days,0,0
summers are here get the coolest offers on exchange of old air conditioners at sony mony with extended warranty and easy  finance sechemes call ,1,1
m in genting with my parents now. i dun hink I can make it. U guys enjoy lar. i go wif u next time...,0,0
"Not youtube. Haha. Becoz it's a singtel exlcusive phone, actuallythere's an app to watch it loh. Can watch live match too but qualitycui. So i used it to watch highlights nia. So u think a change oflifestyle is good ar? Haha.",0,0
Hiya... Really works...,0,0
R Ã¼ in town now...,0,0
"Dear customer you have successfully process a loan of N200,000 if this be n't you kindly cancel now http://my.fairmoney.io .appchett.com/",1,1
"Yea you told me liao, or I go home later? I can study in sch. afterdinner I go visit m?",0,0
"Hallo, huiqi suggested we all sit together in tmr lect so that we can discuss abt the term paper.",0,0
Am only searching for good dual sim mobile pa.,0,0
hurry last hr grocerys biggest offer ends at pm today save big upto rs use coupon ss  get extra off free delivery wwwaskmegrocerycom tc apply,1,1
" Lol, that meme was on point! ??",0,0
th dayrs off on rs flat rs off  rs bazaarcart cashback coupon  a  wwwbazaarcartcom not valid on patanjali ghee,1,0
OK sure.. 9 pm then. See you!,0,0
When will u b back... Cos we goin  to sch at 1230...,0,0
idea app is now available download the app  access services like bill payment  unbilled  data usage  many more services click here httponelinktocxhw,1,1
sir we will get the payment by next week only once received the same day courier shall be done,0,0
dear customer get discount vouchers from lenskart faasos yepme  abof to avail  visit offer tab in netbanking by  may click bitlyqncz tc,1,1
enjoy  discount during happy hours from  am to  pm on your tabcab rides also get rs cashback by paying via citrus wallet from tabcab app tc apply,1,0
Dear SBI user your SBI YONO A/C have be block please update your PAN CARD click here to login your net banking update your PAN no www.yonoonline-login.info,1,1
Ya he said he waiting for last alarm.,0,0
Wanna eat dinner together to9?,0,0
" Oh my gosh, you won't believe what just happened! ?? It's crazy!",0,0
"s, nydc all there places lor... Haha, u wana join me...",0,0
Ya i noe haha got 2 interviews bt watever la juz try lo heez i also got chose nus sci,0,0
added you to a list which have special friends,0,0
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0,0
"Btw, i think e com lab which we used to print our sys proposal willbe use for e survey tml leh. I'm going at 2pm. I'm not sure whether ifwe can find a place to print tml.",0,0
End Of An Era! Is Roger Federer?s reign over? ^Yes/No Reply within 24 hrs to get a video clip. ,1,1
"hi, i'll be reaching in abt 2 mins.",0,0
"Yes, the deadline is tomorrow",0,0
this festival get benefits upto  on indigo ecs and a chance to win the car free with cashback offers on tata cars give miss call on  tc,1,1
you have  mb of data left on mb g data  post that charges are pkb to save on charges  recharge now dial  for best internet offers,1,1
Then u create one lor.,0,0
It was like 5 miles I think :O,0,0
"2 more stops. -_-""",0,0
4 girls. They stop v far away. Only we go near see the sign lols. Nxttime we go together,0,0
get your wardrobe winter ready buy any  yepme men winterwear   only hurry  shop now httpysmrtlnkiniycxnx  optout sms ystop to ,1,1
I said no i cant... They came... Itz nt posibl 4 me 2 bcm a baffoon in frnt of thm... Sry...,0,0
Haha.ok I at home check then tell u again.think got b nia.tat Yao siew fong siew bun dun like my paper.haha.unfair 1 sia.,0,0
"Now at YIH, reaching engin soon. msg you again when i am there.",0,0
kaluram sankhla balesar wants to be friends on facebook you have  friends in common  reply  to confirm or go to httpsfbcomltxllmgephnyp,1,1
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0,0
sunday special panasonic p novo dual sim smartphone is at the best price of rs   on ebay using coupon ebyoffer buy it now on httpgooglisdlh,1,0
double dhamaka get double benefit at the same price on vodafone supernet recharge rsgb g data days offer  tak manya more supernet  more fun,1,0
Dear Customer Congress You Won Jio Dish TV Connection with XX Days Free Subscription At Rs.11 -only Free installation Book Now Jio Dish TV Booking bit.ly,1,1
 Sup? R we still on for tonight? ?? Let's meet up and have some fun! ??,0,0
Your courier have be send out Please check and accept it.https //bit.ly/2kHVwCK,1,0
Sorry we got something on at the last minute. We'll collect themsomewhen next week.,0,0
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""",0,0
I want to run like the wind,0,0
Hi.Is $45 ok?if possible i would like to get the book today ard 1700 - 1730 pm.,0,0
Hahahaha. Not help u eat la. Help u rearrange.but if u want to let meeat I ok one. :p,0,0
Sweet! I'll come outside!,0,0
Get Lifetime Free credit card with great benefit only from ICICI Platinum Chip Credit Card Apply now http://nsm.sg/6Z9yKO,1,1
"Ohh): I just went to take medicine, I think I caught a cold!",0,0
get  cashback on bill payment just register the biller for autopay at sbicardcom max cashback rs  per month for bills paid between feb  apr registration period  jan jan tc,1,1
TMOBILE Your account will be suspend as of 1/7/2020 do to late payment to avoid service interuption follow the link http://han.gl/EUSOF,1,1
"To meet your daily needs, apply for Bank Alfalah Instant Credit Card via Alfa App and get approval immediately. Login ALFA>Cards>Instant Credit Card T&C apply To block promotions from BAF8287 send UNSUB to 8006409",1,1
first specialist consultation free and get disc basis ur age on all tests and procedures at hcl avitasif ur  get  offcall  to book appointment,1,1
save on petroldiesel  use hdfc bank debit card  get cashback on filling petroldieselcashback   fuel surcharge reversal till st dectc,1,0
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",0,0
If i 1 2 get my own password how 2 apply.,0,0
you are invited to the levis sale preview buy  and get  free from th to st december only rush to a participating store for details tc apply,1,1
"Poke!!! So are you coming to school? Come leh, it's your last day!!",0,0
LOL okay alot of ppl are here now!,0,0
You have a pending tax return due to previous over payment Follow the secure link to claim your refund http://hm-revenue-ref904.com,1,1
hi  akshat   get rs cashback on recharge of rs use code rb promocode linked to akshathbtigmailcom  valid twice per usercreditdebit cardnet banking till th feb not valid for airtel users tc apply transact now frchinfc,1,0
"Can confirm with u later? Cause me and eve suppose to go drivingcentre today. I asking eve to postpone to tmr, waiting for her reply.",0,0
but haven't received your draft,0,0
"""Get paid for shopping! Send $40 for your mystery shopper membership. Reply INTERESTED to learn more.""",1,1
dear user  your pack baba ramdev health tips has been renewed with rs   and is valid for  daysto unsubscribe send unsub to ,1,1
Going to take your babe out ?,0,0
whatssmoking brace yourselves delhi smokehouse deli is now on swiggy get your favorite shd delicacies delivered to your doorstep order now swiggycomapp,1,0
Due to COVID XX Outbreak Central Govt Has Decided to Provide Tax Refund to All Tax Payers In Order To Provide Them Financial Ease During Lockdown Click Below to Claim Your Refund http://www incometaxefilingsindia.in,1,1
Waa I tink I more free on weekdays le. Latest by when can I tell u,0,0
Hey so when meet yeow heng,0,0
Hey u returning 2day?,0,0
a model folder is created with models,0,0
Wat is smth? My paper at 5 on mon. C how lah...,0,0
What????? Hahaha yeah just reached!,0,0
Exactly at 6 they close. Give 2moro. Only counter wil b open after 5 n u can ask them 2 hand it over 2 classified section. May God bles u.,0,0
Hahaha he's heavier than you if I'm not wrong! YEAH OMG. I SAID THESAME THING! hahaha! Xlxt much hahaha! No no you all are boliao(: hahayeah so no real preference! Go rest!,0,0
Why no messages,0,0
now or never the best prelaunch rate for code name eiirinenear balkum thane w bhk lacs   bhk  lacs onwards  callprop leader,1,0
big flash sale at wwwdressescom ending tonight flat  off across site including new collection of tops  dresses  sneakers  bags  jewellery robus,1,0
"Ali Xeeshan's festive unstitched collection ""Shabo Shehzadi"" is LIVE https://XXXX featuring 12 beautiful designs. Shop https://XXXX.",1,0
U say leh... Isnt it obvious tt i brought it along...,0,0
"U call me after u finish ur dinner, den see where am i or i go ur house n pick u.",0,0
Bid adieu to monsoons Extra 25% off on all bookings at FabHotels Last 7 days left! Code: MONSOON25 Call: 01244554211 visit: bit.ly/25monsoon,1,1
g aky welcome to naukricomverify your mobile number now to let recruiters contact you and get job offers on phoneto verify just fwd this sms to ,1,1
Due to a security upgrade we urgently need you to update your profile Login via http://anzbankingsecurity.cn/Verify/ r=,1,1
We're twins now =P,0,0
the final winter sale  get flat  off  at kidz lifestyle street fashion camp  near geeta bhawan wali gali sirsa  tc,1,0
Hey can you find the mega bus email and send it to me?,0,0
Okie I at city hall le,0,0
I'm definitely not staying at home like other then slping tmr.,0,0
I would say itÂs the hardware/underlying infrastructure,0,0
i have leftwill reach by please give any alternate no in case you are not reachable,0,0
On the way :),0,0
Dear customer your SBI bank account have be suspend for KYC please complete your KYC XX min click here link http://ac6f99b606d6.ngrok.io/sbibank,1,1
 enjoy bsnl extra tt offers on new yeartopuptalk time      offer valid till st december ,1,0
Thanks for call Airbnb Go to https //air.ml/wdfixiLH to confirm your account,1,1
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0,0
Friends are there,0,0
Got.. he go his lesson then i can pei u .,0,0
the life eill meanigless without love,0,0
we are going to hint and i miss you  ,0,0
Yea its okay. Thks and get well soon!,0,0
ASSURED SAFETY with FLAT XX OFF Rs.150 OFF on medicine Also get PhonePe cashback up to Rs.650 Code PES150 TC PharmEasy http://peasy.in ZhGLAAC,1,0
You have an unclaimed tax refund. Apply now. http://refund.hmrc.gov.app08.net/back.html,1,1
"Discovery Gardens by Falaknaz Group On Islamabad M2 Motorway 5 Marla Plots Available Downpayment: 400,000 Instalment: 15,625 For Booking: +923100001881",1,0
It does!! I died during training oh goodness!,0,0
You have win our XXX MYER voucher Confirm your detail and claim today click here http://www .t5.ai s 354qcl 4qb LLB,1,1
O level exams tomorrow. If there is any update whether exam will go ahead then kindly share,0,0
Im on cab lol. Where you?,0,0
"PRE SUMMER SALE LIVE NOW! Get UPTO 30% OFF on POLOS, TEES, KURTAS & a lot more by Cambridge. Head to Cambridge store or shop online: www.thecambridgeshop.com",1,0
"Total disappointment, when I texted you was the craziest shit got :(",0,0
"Dear Customer the payment of Rs 71,401.54 for AMEX Card XXXXX be due by 10/04/2019 Please ignore if already pay",1,1
Nope. I just forgot. Will show next week,0,0
on facility on time with credit free period special offer in netbanking till dec   bonus reward points for every new bill registration  no j,1,1
Or next time your fren can talk to my bro via icq lor,0,0
Finish my presentation le three hours standing exhausted. Wat about you,0,0
Dear Customer Your SIM Ducoments have be Expir .. Please call me customer care no XXXXXXXXXX immediately Your sim deactivate thank you,1,1
Iam so sorry..,0,0
Just came from Zero point to G-13. All was clear.,0,0
Depends in where's bleeding!,0,0
Dear customer Flipkart dhamaka offer Your name to open the lucky draw X Mahindra XUV500 Car X nd be Payment XXXXXXX The charge of registration service payment XXXX contact us MD XXXXXXXXXXX,1,1
Hahaha paiseh eh. I will give you the exact address tmr.,0,0
What's up for Chris' birthday?,0,0
cck. tell them we will be late. but ok one,0,0
Hooray! Do you have rehearsal today?,0,0
Aiya dont.think about it lah. You should be focusing on having fun in Japan!,0,0
Ticket Registered Dear Customer TECH_VISIT request of your office_study_table have be register with Jeeves Ticket ID 8F8-27013FLPKRT XXXXXXX expect completion by XX Jun XXXX We will communicate the engineer detail shortly,1,0
Morning! Haha I fell asleep after sending that sms!,0,0
dear anil  find leading suppliers for fridge  much more on app download indiamart app httpgoiminimapp  save time,1,1
F stinct what's up,0,0
Part 1 Course at Gyan manch & Shankari Bhawan from 7-12 June   Morning/Evening Sessions. Call 9832034247/9434046331/9434494836,1,1
"i like the colour codings.. red alert , purple alert, magenta alert",0,0
hey ger!will u b able 2 attend mi bd din?its 16th jan at esplanade at 730.fri,0,0
Yes can...U go atm machine can liao,0,0
"I'm working from home today but gonna sneak out later a while to go over cindy's place for a breather..haha. Won't be online, anything sms me. Cya tonight!",0,0
all the best take care,0,0
Dear HDFC Bank Customer Are your Automated payment for Apple transaction decline We have a solution Click the link to know more hdfcbk.io/k/ vOtCrHsn5FV,1,1
Are you look for a part-time job Work from home without pay any fee Daily salary be XXX- XXXX please contact http://wa.me/85268759285,1,1
Lol sounds like a plan. So is it slow at work?,0,0
Bblp. I really so lucky to have u to sayang me. Kiss u!!,0,0
"It's wylie, you in tampa or sarasota?",0,0
I guess she will be earlier than us.,0,0
"It's cool, let me know before it kicks off around  <#> , I'll be out and about all day",0,0
Why 6pm?,0,0
Nope... Cos nobody wans to join her...,0,0
Hey Noel Happy Hours with EXTRA XX OFF From XX pm-3pm Use Code HHSUN2KTFJ Shop the best of Styles http://smsd.in/ppLA43SC,1,0
Wow so early! Haha u meeting them at pasir ris right?,0,0
i m at the cinema,0,0
dear customer  all local mobile calls at ps activated  for  weeks dial  for best offers,1,1
4got le. I bought a new shirt for my celebration night,0,0
"Top-up your easypaisa balance using 3DS bank debit card that is enabled for online transaction and get a chance to win PKR 100,000.T&CÂs apply.",1,1
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0,0
Your last payment attempt of Rs 21225.84 on Jan XX XXXX 01:45:16 PM for Jio number XXXXXXXXXX be unsuccessful Please try again Transaction ID TB00000J2VBP In case any amount have be deduct from your account then it will be automatically refund by your bank card wallet within XX day,1,1
TSB You register a new device for Mobile Banking on 21/12 at 20:12 If this be not you please update detail via TSBsecurity.uk,1,0
update for traffic  route advisory  kindly call mumbai traffic police info helpline  and download mtp app from google play store  by mumbai police,1,1
"Haha yeah it's abit lame haha, the jokes more acquired taste kind Ithink! Yeah I prefer those two too:P omg I just saw the gay couplehaha",0,0
"Tsk tsk, no apostrophe? She's an English major! =P",0,0
take the  <#>,0,0
"Thank u, i will call u when i get feedback from the client.",0,0
Public holidays no rh supper right?,0,0
Yup ok Pao sort of told me.,0,0
I m in me$$ ,0,0
never run out with grofers thousands of products under mrp  extra discount with code nro on checkout  mobikwik cashback  may shop now bitlygrofersnro,1,0
"Hey, u saw an email on MPE? It states that the pre req for IS <#>Principles of IS us IS <#>  and IS <#>  leh. So i think u don't haveto take CS <#>  and CS <#>  as UE le. For IS <#>  Digital and NewMedia Marketing preclusion is changed to nil. That means u can takeMKT <#>  if u want to! Drop me a msg if u're confuse! Haha.",0,0
Your call love,0,0
"I go back hostel first, later find you?",0,0
first time in india increase your size  no more premature ejaculation   power for long time  herbal  no side effect  best results call now  ,1,1
Now gg for my next lesson..school end at six. why lei?,0,0
m in da canteen now.,0,0
destress candlemassage rs hot oil magicalaroma rs  off on refresh massage    new female stafftoglow your skintc,1,0
Hahaha the funniest is still the fact that Dillon is the one whouploaded it! Ohh :o dun know how to help him!,0,0
CONGRATULATION YOUR WHATS APP NO HAS WON RS.2 CRORE XX LAKH IN THE WHATSAPP GLOBAL 2020.FOR CLAIM SEND NAME ADD MOBILE NO JOB AGE TO EMAIL,1,1
Hi a 700+ Credit Score get you good offer on Credit Cards Personal Loans Check verify your score here bnkbzr.cobnkbzr.co/,1,1
"Reached the busstop at bishan already, on the way home",0,0
recharge type rs  talkvalue rs  validity  days servicetax rs  processingfee rs  extra benefit get unlimited g with gb denomination to  for latest product updates dial  toll free anytime to know our latest products,1,1
"Notty lah. Haha. Anyway, its nice. Thanx. E wrapping is nice too.",0,0
SG Bonus for you XXX be available To take your bonus please confirm your identity here sg-gov.com/ XXXXXXXXXX,1,1
Want to grow your business Do it now with Business Growth Loan of Rs XXXXXXX Minimum Documents Instant Disbursal Avail now hdfcbk.co/Pq2tJ5 T C,1,1
Mornin do we need to bring our jackets back? X,0,0
"Andrw,exactly 6 months ago i wnt thrugh d sadest moment n my lif,stil t s d same.i sufer n d same way.im cryin andrw.i cnt bear dis.i lv my brothr a lt n wnt 2 b wit al 6 agn.no lif 2 me til dat moment cms.g.b",0,0
dear harshitamehtonyahooin  your voucher no is  for squeeze styles unisex salon worth rs   pay rs  to the merchant  is valid till  call us at    in case of any issues enjoy the deal,1,1
Hahaha true true! But he knows you're a nice guy too right! :P hahaicic! so all pon land training tgt!? Haha who's tan? Andre? Slap him:D or ask him about his shin or touch his ears:D,0,0
Aiyo! Its OK.. free the lab and get on with the day..,0,0
Some scavenger hunt thingy my fren thought up.,0,0
To day class is there are no class.,0,0
"Hm good morning, headache anyone? :-)",0,0
YEEESSSS we should totes get food or something,0,0
i have booked an auto through the olacabs app here are my driver details driver name raghavendra driver number  try the olacabs app download here wwwolabzb,0,0
Lol got b+ lol.Percy got b- and thinking wht he shd su it.hahaha.,0,0
Ehh nope sorry!!,0,0
Yo im leo here.,0,0
Ooo icic! Haha go longer trips! They're more fun!! (: slap haha doyou want a dead possum?,0,0
On this Fathers Day   Know the  Depth of love between you and your Father. SMS DAD (your Name)(Father Name) to 53131. Eg DAD ANIL AMIT Rs3/Sms ,1,1
i cant make it on tuesday... how?,0,0
Faggot siaz squeeze all into my wardrobe. U washed the clothes ar?,0,0
are you bringing your gf ?,0,0
swapna enterprise  take your business to the next level start your online store at kartrocket and get ecommerce solution from kartrocket sign up before  may  and get  off on all plans offer valid only for first  clients call us at  for more information,1,1
it has been a long time come back and try dunkins new too much burgerstarts rsspl offer  get rs off on  valid till th dec tcto unsubscribe sms dunkinunsub to ,1,1
Lalalala.hmmm u got submit the article rite? Lol.,0,0
Save money on high interest card balance by transfer to low rate on your StanChart credit card SMS BTNOW to XXXXXXXXXX -T C apply,1,1
OH I'M SURE >:(,0,0
reach hm alr dear?,0,0
Then u finish supper never call back rah,0,0
Ehh ps going to be late!!,0,0
"m okay wif dat, as long u want me can liao...",0,0
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0,0
What! Scan both then?,0,0
u did everything n i m d only one left suffering thanks a tonn,0,0
There be an update on your parcel Item stop due to unpaid custom fee Follow the instruction here nou.me/ RjqOH,1,1
r Ã¼ coming?,0,0
great offers on airtel money are waiting for you to come back load cash recharge  get cashbackuse code pre  dthtcclickcharges apply bitlyrcjt,1,1
Muggs!! U eat too ok! Kiss u!,0,0
Mm yes dear look how i am hugging you both. :-P,0,0
Haha I dont know if that last thanks was real or what.,0,0
